COHORT_MONTH,TYPE,REGION,FIRST_PRODUCT,CURRENCY,VOLUME,TRANSACTION_COUNT,VOLUME_STD
2021-09-01,news,REGION 9,TRANSFER,FJD,13976.264827591127,37,892.8046874914266
2021-09-01,paid_search,REGION 6,BANK CARD,ILS,28210.082807123694,57,1135.717635726073
2021-09-01,affiliates,REGION 1,BANK CARD,PHP,2732.8720791565574,6,440.5120068777238
2021-09-01,affiliates,REGION 9,BANK CARD,NZD,5866.629906734839,15,414.60178815512296
2021-09-01,paid_social,REGION 4,BANK CARD,TRY,7797.160255735388,19,670.3707898165723
2021-09-01,invite,REGION 9,ADD MONEY,VND,2077.3222853773364,10,141.71333718711884
2021-09-01,audio,REGION 6,BANK CARD,GEL,5380.466390075584,10,1019.534585884607
2021-09-01,news,REGION 7,BANK CARD,VND,2866.0447216623907,5,861.9123576718871
2021-09-01,invite,REGION 5,TRANSFER,NPR,2040.6920265976207,2,63.28611928210967
2021-09-01,invite,REGION 4,TRANSFER,CLP,5698.255365324386,19,649.1774087014021
2021-09-01,audio,REGION 1,TRANSFER,CNY,2042.5290930074132,7,94.89185471039944
2021-09-01,paid_display,REGION 4,BANK CARD,THB,2211.2321461419647,3,326.30743798483195
2021-09-01,bank_partnerships,REGION 1,BANK CARD,ARS,25281.34321166987,16,4368.587989759837
2021-09-01,seo_content,REGION 1,TRANSFER,EGP,878.5918826089137,7,225.89682555876286
2021-09-01,affiliates,REGION 4,BANK CARD,CHF,4569.884246356444,9,391.88924796777064
2021-09-01,affiliates,REGION 5,BANK CARD,FJD,23136.644033321263,25,1765.1173549788466
2021-09-01,seo_content,REGION 6,TRANSFER,RUB,1595.9336489408404,2,147.16880838091842
2021-09-01,owned_partners,REGION 7,BANK CARD,CZK,1923.7169785335502,19,157.26972888474677
2021-09-01,affiliates,REGION 4,TRANSFER,DKK,2556.179715236272,19,344.518472392779
2021-09-01,paid_social,REGION 4,TRANSFER,LKR,1716.806910972782,12,342.9632462331276
2021-09-01,paid_display,REGION 9,BANK CARD,CZK,3354.5177946971053,15,383.8412763884055
2021-09-01,affiliates,REGION 2,BANK CARD,NZD,6587.985444455988,8,500.6032730295299
2021-09-01,organic_social,REGION 3,BANK CARD,QAR,1688.566465772677,8,366.9845107351742
2021-09-01,paid_search,REGION 1,TRANSFER,HUF,13216.700327097733,30,1713.3237041143634
2021-09-01,invite,REGION 4,TRANSFER,EUR,1955.9571785644255,7,331.49874725315084
2021-09-01,paid_search,REGION 3,BANK CARD,KES,3350.7926748281234,40,169.44684780363738
2021-09-01,paid_social,REGION 9,ADD MONEY,GHS,1789.5892505386478,4,35.98815917700774
2021-09-01,word_of_mouth,REGION 2,ADD MONEY,BRL,1956.2715779172556,8,138.54501566770037
2021-09-01,paid_search,REGION 3,ADD MONEY,IDR,1922.0576728264155,63,229.77769781851052
2021-09-01,seo_content,REGION 7,BANK CARD,AOA,2184.527843297386,6,263.07665196079915
2021-09-01,seo_content,REGION 1,TRANSFER,NOK,2401.5928246678645,15,531.7452001320776
2021-09-01,news,REGION 6,BANK CARD,JPY,1905.1982319923245,3,321.0359129472598
2021-09-01,email,REGION 4,BANK CARD,SAR,27347.008014973522,19,1996.2514014256267
2021-09-01,paid_display,REGION 4,TRANSFER,AUD,2700.581289856519,10,44.23477517209601
2021-09-01,out_of_home,REGION 4,BANK CARD,AOA,19531.36322154475,40,925.6718758944071
2021-09-01,invite,REGION 7,BANK CARD,THB,106.64109626288123,5,44.015162320599906
2021-09-01,paid_display,REGION 4,ADD MONEY,CHF,2004.0491639673266,35,236.87868317614033
2021-09-01,news,REGION 5,ADD MONEY,COP,896.062139264791,3,277.96495739722627
2021-09-01,seo_content,REGION 6,TRANSFER,MXN,1734.5995812713775,12,124.09393781277257
2021-09-01,seo_content,REGION 2,ADD MONEY,ILS,2853.4095144805783,2,392.2164489528464
2021-09-01,audio,REGION 5,BANK CARD,AUD,1534.3978437297621,14,138.0163181895834
2021-09-01,bank_partnerships,REGION 2,BANK CARD,FJD,6737.274686122288,8,2443.3612050934266
2021-09-01,owned_partners,REGION 4,TRANSFER,ARS,94910.03763797483,44,8766.15444025655
2021-09-01,paid_social,REGION 4,BANK CARD,FJD,51602.56704237878,22,13307.92510446655
2021-09-01,word_of_mouth,REGION 2,ADD MONEY,DKK,803.67706721498,49,246.01030222933076
2021-09-01,owned_partners,REGION 5,BANK CARD,AUD,1370.610646790722,8,136.76233727542208
2021-09-01,paid_search,REGION 3,TRANSFER,PYG,510.21745631515523,4,124.34431915670378
2021-09-01,other,REGION 2,BANK CARD,IDR,14004.743512211844,13,2590.438797040961
2021-09-01,email,REGION 9,BANK CARD,ILS,43217.88637027333,17,3219.7560948341206
2021-09-01,email,REGION 2,TRANSFER,EUR,1775.218276400605,7,254.9958727577739
2021-09-01,seo_content,REGION 1,BANK CARD,DKK,8421.229085982288,9,2855.083931054297
2021-09-01,paid_search,REGION 4,ADD MONEY,VND,2130.327615887701,4,76.3602647325135
2021-09-01,paid_search,REGION 4,ADD MONEY,DZD,6554.463645577424,65,210.7350549634642
2021-09-01,paid_display,REGION 9,TRANSFER,TWD,9157.73850627087,26,1192.346359881078
2021-09-01,audio,REGION 4,BANK CARD,SAR,10157.924592569636,11,2090.2561985834323
2021-09-01,paid_social,REGION 5,BANK CARD,KRW,6797.343367990062,7,1849.2030543600852
2021-09-01,paid_social,REGION 1,ADD MONEY,UAH,4623.0869215875955,101,106.46392371542632
2021-09-01,invite,REGION 3,ADD MONEY,ZMW,838.2740230688124,10,265.8658733444267
2021-09-01,paid_display,REGION 3,ADD MONEY,EGP,319.58732111096566,34,83.35044384378091
2021-09-01,news,REGION 7,ADD MONEY,IDR,1336.3832011175894,44,30.185148260347034
2021-09-01,email,REGION 2,BANK CARD,PHP,8545.982102995187,7,2085.5417002517056
2021-09-01,news,REGION 9,BANK CARD,HKD,5443.915800609439,9,1264.801094815375
2021-09-01,bank_partnerships,REGION 9,BANK CARD,NOK,2817.020939469768,19,345.4609104033907
2021-09-01,paid_search,REGION 6,ADD MONEY,QAR,512.4956262838057,20,214.88854433490266
2021-09-01,paid_search,REGION 2,TRANSFER,QAR,2696.275677666797,9,428.90577214456545
2021-09-01,seo_content,REGION 7,BANK CARD,LKR,6838.439529628047,11,1660.244901078776
2021-09-01,audio,REGION 4,TRANSFER,ZAR,1177.0807314622364,11,386.32237137963506
2021-09-01,paid_display,REGION 2,TRANSFER,UYU,353.64818500200323,4,265.7932860430662
2021-09-01,seo_content,REGION 1,TRANSFER,ARS,18941.927293943514,47,1072.292754879777
2021-09-01,audio,REGION 1,BANK CARD,UYU,3831.8666641395457,4,16.626879223832088
2021-09-01,email,REGION 4,BANK CARD,ZAR,18852.44789052716,14,3006.95563611416
2021-09-01,seo_content,REGION 7,BANK CARD,USD,36856.39148393636,60,955.4116101190368
2021-09-01,paid_display,REGION 2,BANK CARD,INR,17508.95733255338,16,2460.8692816491694
2021-09-01,email,REGION 4,ADD MONEY,IDR,1065.164817016767,12,221.47531185313923
2021-09-01,news,REGION 9,BANK CARD,MYR,3197.0972278241857,30,167.60302755857126
2021-09-01,bank_partnerships,REGION 4,BANK CARD,TRY,2799.2413011004132,3,34.52414431330405
2021-09-01,news,REGION 7,BANK CARD,TTD,1592.801085730926,8,108.01845510824461
2021-09-01,invite,REGION 4,BANK CARD,AUD,57822.501798867466,215,614.1285221846193
2021-09-01,owned_partners,REGION 7,BANK CARD,GBP,6725.08731189787,7,1175.1041844713525
2021-09-01,audio,REGION 5,BANK CARD,EUR,14553.981934218249,18,3047.253476609569
2021-09-01,bank_partnerships,REGION 9,TRANSFER,TZS,2230.6022550631405,10,344.9092783326319
2021-09-01,email,REGION 9,BANK CARD,CLP,2399.8994053813994,8,691.5691117336895
2021-09-01,paid_social,REGION 6,TRANSFER,ARS,1403.802672059862,5,115.60338017058105
2021-09-01,paid_search,REGION 9,ADD MONEY,ISK,3041.144362036209,15,358.21373753295916
2021-09-01,bank_partnerships,REGION 3,TRANSFER,USD,9861.288586331648,10,4360.202212602266
2021-09-01,organic_social,REGION 3,TRANSFER,ILS,2570.9521192578572,4,130.879647544503
2021-09-01,news,REGION 9,BANK CARD,ILS,92521.465036435,208,861.418981657145
2021-09-01,paid_display,REGION 3,TRANSFER,CZK,1094.8295302300648,9,397.11874107008936
2021-09-01,bank_partnerships,REGION 1,BANK CARD,COP,3531.28761465932,15,504.00222789069016
2021-09-01,invite,REGION 2,BANK CARD,PLN,3141.329856373522,3,0.6570345753332996
2021-09-01,organic_social,REGION 4,BANK CARD,CLP,10294.84266889224,14,1539.9842899803602
2021-09-01,seo_content,REGION 4,ADD MONEY,SGD,2394.517865127929,32,195.41214280884273
2021-09-01,bank_partnerships,REGION 6,TRANSFER,AOA,2090.0376412495175,3,267.0251617595613
2021-09-01,word_of_mouth,REGION 6,TRANSFER,ANG,574.3416413109584,7,13.766536717296784
2021-09-01,news,REGION 9,ADD MONEY,TWD,3102.352698567259,44,237.17304769323982
2021-09-01,paid_search,REGION 6,TRANSFER,COP,5234.269425003185,41,525.7175203096745
2021-09-01,word_of_mouth,REGION 9,TRANSFER,CLP,3693.6276587730054,17,309.29751757584984
2021-09-01,paid_search,REGION 2,BANK CARD,KES,1985.381094364672,9,124.0810971199127
2021-09-01,invite,REGION 2,BANK CARD,QAR,1745.297069972797,11,262.5849692336024
2021-09-01,paid_search,REGION 6,TRANSFER,USD,247514.71755882536,1647,1239.5387410879116
2021-09-01,other,REGION 7,TRANSFER,UAH,2676.5378584443565,9,404.07897702609006
2021-09-01,organic_social,REGION 3,TRANSFER,CRC,935.5250143138559,3,138.52084218113293
2021-09-01,word_of_mouth,REGION 5,BANK CARD,FJD,58782.94558176112,136,716.5724932569517
2021-09-01,paid_search,REGION 2,TRANSFER,RUB,6313.146439600647,22,710.2739303749112
2021-09-01,affiliates,REGION 4,TRANSFER,EGP,1616.4263448062334,5,99.87082439228509
2021-09-01,news,REGION 6,ADD MONEY,USD,3310.898767292838,53,136.97506756716666
2021-09-01,audio,REGION 9,BANK CARD,TRY,1238.0521086654749,13,265.3312213267905
2021-09-01,paid_social,REGION 3,ADD MONEY,PHP,1289.763540303328,2,90.35367526042874
2021-09-01,paid_social,REGION 6,TRANSFER,NZD,4067.4797183100527,24,266.88359111955515
2021-09-01,word_of_mouth,REGION 9,TRANSFER,BRL,1851.8857633145797,12,241.31706802106376
2021-09-01,word_of_mouth,REGION 3,BANK CARD,AED,774.3644450390188,3,316.72216048496983
2021-09-01,email,REGION 4,ADD MONEY,TWD,1849.741712787876,3,173.364625367382
2021-09-01,audio,REGION 7,TRANSFER,SAR,951.9677533556052,11,269.01472012784484
2021-09-01,audio,REGION 4,ADD MONEY,JPY,2666.21837485681,4,54.76929829167148
2021-09-01,paid_display,REGION 4,BANK CARD,NPR,566.8101721385307,7,129.65705021404773
2021-09-01,paid_search,REGION 3,BANK CARD,TRY,13523.212770084123,49,585.4710653298453
2021-09-01,affiliates,REGION 2,BANK CARD,AUD,4646.060735802161,24,240.32858347216234
2021-09-01,seo_content,REGION 1,BANK CARD,NOK,55974.59791106246,88,4007.115142647797
2021-09-01,paid_social,REGION 9,TRANSFER,UYU,4893.582552331254,9,1324.2116107641923
2021-09-01,owned_partners,REGION 6,BANK CARD,USD,5087.824550024267,25,484.2386915049219
2021-09-01,owned_partners,REGION 9,BANK CARD,AED,5052.83260671766,18,577.7267104612586
2021-09-01,news,REGION 4,ADD MONEY,GEL,4305.511740516846,49,236.74150220568788
2021-09-01,word_of_mouth,REGION 5,BANK CARD,DKK,16700.75090630974,10,2912.763703067901
2021-09-01,owned_partners,REGION 2,TRANSFER,MXN,51627.088687684074,80,2016.186703997503
2021-09-01,seo_content,REGION 4,BANK CARD,CNY,203074.4659695776,93,7735.619840602732
2021-09-01,organic_social,REGION 2,ADD MONEY,UAH,434.48936691327754,11,158.60229063127017
2021-09-01,organic_social,REGION 2,ADD MONEY,MXN,2246.552335730624,11,167.51053955548952
2021-09-01,paid_search,REGION 7,TRANSFER,EGP,8158.715109587046,195,312.1405103815874
2021-09-01,seo_content,REGION 1,BANK CARD,AUD,57247.62034944581,118,917.8812495308346
2021-09-01,news,REGION 7,BANK CARD,QAR,1582.933381503118,7,304.40620017040817
2021-09-01,out_of_home,REGION 4,BANK CARD,TRY,1405.5137598887407,8,229.125416143395
2021-09-01,organic_social,REGION 5,ADD MONEY,IDR,1844.2877271044445,2,75.63272797766977
2021-09-01,bank_partnerships,REGION 4,TRANSFER,UAH,18440.281978642754,8,8100.359029326237
2021-09-01,organic_social,REGION 9,ADD MONEY,MZN,2251.1764943740936,8,305.706786048725
2021-09-01,affiliates,REGION 9,TRANSFER,TZS,2242.5923721595614,4,61.21226216452176
2021-09-01,organic_social,REGION 9,BANK CARD,NPR,2877.567566915886,7,314.0041680729713
2021-09-01,bank_partnerships,REGION 2,BANK CARD,MYR,256.1925508278643,8,199.11559318536345
2021-09-01,invite,REGION 5,TRANSFER,THB,481.0712612631323,7,162.54246085813534
2021-09-01,paid_social,REGION 1,TRANSFER,USD,45065.066146621946,25,3519.874184821571
2021-09-01,news,REGION 1,ADD MONEY,NOK,2839.00859041164,12,382.5331798850975
2021-09-01,email,REGION 2,BANK CARD,UYU,17229.75361013776,9,4622.542120396741
2021-09-01,email,REGION 9,BANK CARD,VND,14139.990348829155,10,3182.454120830391
2021-09-01,bank_partnerships,REGION 4,TRANSFER,RUB,1844.0836163617905,4,199.46895479071978
2021-09-01,paid_search,REGION 7,TRANSFER,EUR,48.179466912841164,3,238.25674110654188
2021-09-01,paid_search,REGION 6,BANK CARD,JPY,2042.7513944055968,11,758.9888264187437
2021-09-01,owned_partners,REGION 7,BANK CARD,UAH,170774.57644015626,84,5680.227980694223
2021-09-01,owned_partners,REGION 9,BANK CARD,RUB,18164.770990251687,33,1203.7955340804497
2021-09-01,owned_partners,REGION 3,BANK CARD,NOK,4573.72057832818,17,180.25960075178006
2021-09-01,email,REGION 9,BANK CARD,QAR,586.9559501054231,1,109.73552474847733
2021-09-01,word_of_mouth,REGION 4,BANK CARD,TRY,5821.9374499596815,13,458.61440842274766
2021-09-01,news,REGION 9,BANK CARD,GEL,35752.97318005889,7,9429.534421838813
2021-09-01,news,REGION 3,ADD MONEY,ANG,2050.276016413927,39,180.16729260431288
2021-09-01,paid_display,REGION 2,ADD MONEY,USD,4696.921836709509,34,570.924149867265
2021-09-01,paid_display,REGION 5,TRANSFER,UGX,1722.9112249251637,7,114.82198179678089
2021-09-01,bank_partnerships,REGION 5,TRANSFER,USD,2318.454383125328,2,136.231883986071
2021-09-01,paid_social,REGION 9,BANK CARD,ZAR,1950.1807145332232,5,265.1039878387937
2021-09-01,word_of_mouth,REGION 4,BANK CARD,GBP,138339.7319012959,57,3926.5515252710056
2021-09-01,paid_social,REGION 5,TRANSFER,CRC,35333.74613645465,28,2997.85972470805
2021-09-01,word_of_mouth,REGION 2,BANK CARD,TND,2399.1296343912823,9,205.72248782916975
2021-09-01,audio,REGION 4,TRANSFER,NPR,5223.240422889576,25,588.3245496668774
2021-09-01,news,REGION 4,BANK CARD,TTD,673.756829200775,4,127.41678248872425
2021-09-01,paid_search,REGION 9,TRANSFER,BOB,2361.4072797188646,5,19.501498351103738
2021-09-01,paid_social,REGION 6,BANK CARD,GBP,1303.1697107962693,1,271.31626820388993
2021-09-01,invite,REGION 4,BANK CARD,MYR,8938.655346307301,67,803.7318057559778
2021-09-01,affiliates,REGION 9,TRANSFER,INR,3780.517081216848,9,901.8561122934302
2021-09-01,paid_display,REGION 2,TRANSFER,DKK,5685.415545664592,6,123.15379336729339
2021-09-01,paid_search,REGION 5,TRANSFER,CNY,2630.6393755332892,15,468.31592298636855
2021-09-01,paid_social,REGION 1,BANK CARD,TRY,8143.611473429045,16,1315.072977164471
2021-09-01,owned_partners,REGION 9,BANK CARD,MAD,1334.8815629743503,3,181.31628784251106
2021-09-01,organic_social,REGION 7,TRANSFER,FJD,777.2790588305797,3,61.137040558085765
2021-09-01,invite,REGION 9,ADD MONEY,QAR,1773.0099418214463,5,275.3240428616809
2021-09-01,audio,REGION 4,ADD MONEY,AUD,1496.6925684243113,19,167.6970574296069
2021-09-01,0.0,REGION 9,BANK CARD,USD,7423.694158807781,4,1647.0258353611084
2021-09-01,word_of_mouth,REGION 4,ADD MONEY,GBP,2207.011605683944,8,417.25581975479946
2021-09-01,email,REGION 9,TRANSFER,PLN,836.3898407882798,10,200.1549058894929
2021-09-01,email,REGION 1,TRANSFER,AUD,2374.2774393190393,11,149.85146645267972
2021-09-01,affiliates,REGION 6,TRANSFER,MAD,4352.277866096779,106,249.5458885925618
2021-09-01,bank_partnerships,REGION 7,BANK CARD,EUR,2538.040905340226,1,160.25670869875978
2021-09-01,paid_search,REGION 4,TRANSFER,ALL,1166.8115635896086,6,108.88092937737976
2021-09-01,paid_display,REGION 7,TRANSFER,ANG,97.54482176820966,9,268.22021066682913
2021-09-01,paid_search,REGION 7,BANK CARD,BGN,1820443.1118992567,3239,1946.4378366622127
2021-09-01,news,REGION 5,TRANSFER,TRY,1095.010800405242,9,96.78019482047563
2021-09-01,affiliates,REGION 6,BANK CARD,ARS,2381.6743415194505,7,134.44832167164105
2021-09-01,affiliates,REGION 3,BANK CARD,EUR,2722.0027494552237,2,291.7459428504514
2021-09-01,seo_content,REGION 9,BANK CARD,CLP,2750.5964776559363,3,283.59751816069473
2021-09-01,seo_content,REGION 2,TRANSFER,DKK,1252.3145187798398,3,186.37780241290872
2021-09-01,paid_display,REGION 2,BANK CARD,MYR,9069.617617986432,7,3481.4994437613414
2021-09-01,invite,REGION 6,TRANSFER,NOK,2357.447988611952,1,27.716250262034617
2021-09-01,paid_display,REGION 1,BANK CARD,TRY,3666.4572364424716,38,128.3971126848343
2021-09-01,email,REGION 6,BANK CARD,RUB,852.9301742344843,9,316.53379104043023
2021-09-01,paid_search,REGION 9,ADD MONEY,UGX,1581.8610609387194,1,65.13805233184247
2021-09-01,affiliates,REGION 3,BANK CARD,XAF,3400.126868867565,15,263.80883552419056
2021-09-01,paid_search,REGION 2,TRANSFER,CLP,351079.8003418535,513,2737.266509595038
2021-09-01,paid_social,REGION 4,TRANSFER,MYR,3078.836187826622,25,309.2517060053183
2021-09-01,affiliates,REGION 6,BANK CARD,MXN,4787.23800316521,12,966.3918719355853
2021-09-01,owned_partners,REGION 4,TRANSFER,CHF,2442.56526309421,2,158.11496047525168
2021-09-01,owned_partners,REGION 2,BANK CARD,AUD,17763.949371992207,63,1025.9942162257184
2021-09-01,paid_display,REGION 4,ADD MONEY,BSD,441.23620365262315,2,98.67873568667402
2021-09-01,bank_partnerships,REGION 2,BANK CARD,PLN,39016.49896911338,13,6195.802997010475
2021-09-01,invite,REGION 2,TRANSFER,RUB,2452.00319537967,5,12.700893720409956
2021-09-01,paid_search,REGION 7,TRANSFER,TWD,1857.1474696257208,11,235.6251246346644
2021-09-01,paid_search,REGION 4,TRANSFER,KWD,1786.1315954563138,6,116.48480828319617
2021-09-01,word_of_mouth,REGION 6,TRANSFER,EGP,1702.877179352679,6,305.19641194674625
2021-09-01,invite,REGION 4,ADD MONEY,KRW,10431.958456525921,79,676.8743084300013
2021-09-01,paid_search,REGION 5,BANK CARD,ARS,1382368.0515527257,1599,2500.005195944435
2021-09-01,paid_social,REGION 4,BANK CARD,MXN,144012.27086517125,172,3134.8220311058158
2021-09-01,email,REGION 9,TRANSFER,TZS,7904.664535106055,11,1059.7504282151638
2021-09-01,seo_content,REGION 5,ADD MONEY,FJD,2613.908631623175,49,165.32766447772994
2021-09-01,paid_search,REGION 5,BANK CARD,UYU,352010.281242472,264,2062.495352607954
2021-09-01,paid_search,REGION 9,TRANSFER,BGN,4259132.43799047,3807,4653.125441603801
2021-09-01,out_of_home,REGION 4,BANK CARD,THB,4855.125025641724,20,287.6275566634772
2021-09-01,word_of_mouth,REGION 4,BANK CARD,KES,1986.5569353941598,8,145.5646960634162
2021-09-01,invite,REGION 9,ADD MONEY,CAD,1750.1535819442302,6,197.01306970855964
2021-09-01,word_of_mouth,REGION 5,TRANSFER,IDR,2686.4963124289293,13,334.8180056973575
2021-09-01,paid_social,REGION 5,ADD MONEY,FJD,3033.835639456365,13,464.5186996166176
2021-09-01,seo_content,REGION 7,TRANSFER,JPY,2471.1695469564283,1,102.14933621820185
2021-09-01,paid_display,REGION 9,TRANSFER,THB,1733.766919182389,5,386.91843260923986
2021-09-01,audio,REGION 2,TRANSFER,PHP,1253.56071426265,6,149.6229698181459
2021-09-01,news,REGION 5,ADD MONEY,ILS,285.20192543080475,4,238.40381240048427
2021-09-01,seo_content,REGION 3,ADD MONEY,BWP,1439.7162700777485,6,279.01295292053095
2021-09-01,seo_content,REGION 1,BANK CARD,BRL,3144.50730286674,15,900.2299624630903
2021-09-01,news,REGION 3,TRANSFER,CRC,1704.7497676243972,10,143.25758073319335
2021-09-01,paid_search,REGION 1,TRANSFER,ANG,1799.0239332884985,5,162.48940966618972
2021-09-01,word_of_mouth,REGION 5,BANK CARD,HUF,3438.6551058412992,6,477.62276807157406
2021-09-01,invite,REGION 1,ADD MONEY,UAH,2513.7602009282987,35,323.7064058696259
2021-09-01,0.0,REGION 2,BANK CARD,BWP,7011.3918273575,11,2697.1031987352317
2021-09-01,affiliates,REGION 5,BANK CARD,ANG,461.9280201259767,14,174.10814062609228
2021-09-01,paid_social,REGION 5,TRANSFER,UYU,4184.337236913013,11,619.2816021176537
2021-09-01,paid_search,REGION 9,BANK CARD,HKD,11972.135609958736,10,2507.7517093061533
